,id,creation_time,timestamp,packet_type,psn,module,component,parameter
324,1105618307,2021-08-17 10:28:47,2021-08-17 10:28:10,3,137,27,8,5
325,1105610845,2021-08-17 10:25:05,2021-08-17 10:21:26,3,133,27,8,5
326,1105581536,2021-08-17 10:11:15,2021-08-17 10:10:10,3,129,27,8,5
327,1105581465,2021-08-17 10:11:13,2021-08-17 10:09:06,3,127,27,8,5
328,1105581430,2021-08-17 10:11:12,2021-08-17 10:09:06,3,126,27,8,5
329,1105566202,2021-08-17 10:04:06,2021-08-17 10:03:30,3,122,27,8,5
330,1105463680,2021-08-17 09:13:36,2021-08-17 09:12:56,3,118,27,8,5
331,1105316705,2021-08-17 07:58:51,2021-08-17 07:56:45,3,114,27,8,5
332,1105302707,2021-08-17 07:51:21,2021-08-17 07:48:35,3,111,27,8,5
333,1105297132,2021-08-17 07:48:19,2021-08-17 07:47:41,3,104,27,8,5
334,1105206898,2021-08-17 07:00:40,2021-08-17 06:58:11,3,100,28,2,2
335,1105206801,2021-08-17 07:00:37,2021-08-17 06:57:11,3,98,28,2,2
336,1105206761,2021-08-17 07:00:36,2021-08-17 06:57:11,3,97,28,2,2
337,1105206653,2021-08-17 07:00:33,2021-08-17 06:56:11,3,95,28,2,2
338,1105206621,2021-08-17 07:00:31,2021-08-17 06:56:11,3,94,28,2,2
339,1105198034,2021-08-17 06:55:50,2021-08-17 06:55:11,3,90,28,2,2
340,1105191231,2021-08-17 06:51:50,2021-08-17 06:51:11,3,86,27,8,5
341,1105191200,2021-08-17 06:51:48,2021-08-17 06:51:11,3,85,27,8,5
342,1105170418,2021-08-17 06:40:00,2021-08-17 06:36:15,3,81,27,8,5
343,1105075887,2021-08-17 05:46:56,2021-08-17 05:46:19,3,69,27,8,5
344,1105053995,2021-08-17 05:35:05,2021-08-17 05:32:25,3,63,27,8,5
345,1105011621,2021-08-17 05:15:32,2021-08-17 05:13:25,3,55,27,8,5
346,1104987889,2021-08-17 05:05:14,2021-08-17 05:04:35,3,50,27,8,5
347,1104979425,2021-08-17 05:01:36,2021-08-17 04:59:29,3,46,27,8,5
348,1104962773,2021-08-17 04:54:36,2021-08-17 04:53:59,3,42,27,8,5
349,1104953904,2021-08-17 04:50:20,2021-08-17 04:49:40,3,38,27,8,5
350,1104948798,2021-08-17 04:47:53,2021-08-17 04:45:45,3,33,27,8,5
351,1104939642,2021-08-17 04:43:22,2021-08-17 04:42:45,3,29,27,8,5
352,1104934144,2021-08-17 04:40:53,2021-08-17 04:40:15,3,25,27,8,5
353,1104929325,2021-08-17 04:38:26,2021-08-17 04:37:49,3,21,27,8,5
354,1104925227,2021-08-17 04:36:24,2021-08-17 04:35:29,3,15,27,8,5
355,1104925139,2021-08-17 04:36:22,2021-08-17 04:33:49,3,13,27,8,5
356,1104925049,2021-08-17 04:36:20,2021-08-17 04:31:59,3,18,27,8,5
357,1104915655,2021-08-17 04:31:41,2021-08-17 04:29:53,3,6,27,8,5
358,1104915571,2021-08-17 04:31:39,2021-08-17 04:29:09,3,4,27,8,5
359,1104915476,2021-08-17 04:31:36,2021-08-17 04:27:09,3,2,27,8,5
360,1104915403,2021-08-17 04:31:34,2021-08-17 04:25:53,3,0,27,8,5
361,1104915328,2021-08-17 04:31:32,2021-08-17 04:24:39,3,254,27,8,5
362,1104898573,2021-08-17 04:23:22,2021-08-17 04:23:19,3,238,27,8,5
363,1104898139,2021-08-17 04:23:08,2021-08-17 04:22:29,3,235,27,8,5
364,1104894634,2021-08-17 04:21:25,2021-08-17 04:20:49,3,231,27,8,5
365,1104894555,2021-08-17 04:21:23,2021-08-17 04:19:53,3,229,27,8,5
366,1104894436,2021-08-17 04:21:19,2021-08-17 04:18:53,3,227,27,8,5
367,1104888665,2021-08-17 04:18:17,2021-08-17 04:17:53,3,223,27,8,5
368,1104888553,2021-08-17 04:18:13,2021-08-17 04:17:13,3,221,27,8,5
369,1104885542,2021-08-17 04:16:39,2021-08-17 04:16:33,3,218,27,8,5
370,1104885431,2021-08-17 04:16:36,2021-08-17 04:15:29,3,215,27,8,5
371,1104882473,2021-08-17 04:15:02,2021-08-17 04:14:43,3,211,27,8,5
372,1104882383,2021-08-17 04:14:58,2021-08-17 04:13:53,3,209,27,8,5
373,1104879602,2021-08-17 04:13:23,2021-08-17 04:13:09,3,205,27,8,5
374,1104879505,2021-08-17 04:13:19,2021-08-17 04:12:19,3,203,27,8,5
375,1104876355,2021-08-17 04:11:43,2021-08-17 04:11:39,3,200,27,8,5
376,1104875924,2021-08-17 04:11:29,2021-08-17 04:10:23,3,197,27,8,5
377,1104875894,2021-08-17 04:11:28,2021-08-17 04:10:23,3,196,27,8,5
378,1104872722,2021-08-17 04:09:53,2021-08-17 04:09:49,3,193,27,8,5
379,1104872629,2021-08-17 04:09:50,2021-08-17 04:08:43,3,189,27,8,5
380,1104872587,2021-08-17 04:09:49,2021-08-17 04:08:43,3,188,27,8,5
381,1104872479,2021-08-17 04:09:45,2021-08-17 04:08:03,3,186,27,8,5
382,1104872419,2021-08-17 04:09:43,2021-08-17 04:07:29,3,184,27,8,5
383,1104872325,2021-08-17 04:09:41,2021-08-17 04:06:33,3,191,27,8,5
384,1104866329,2021-08-17 04:06:37,2021-08-17 04:06:33,3,180,27,8,5
385,1104866255,2021-08-17 04:06:34,2021-08-17 04:05:59,3,177,27,8,5
386,1104866150,2021-08-17 04:06:31,2021-08-17 04:05:29,3,175,27,8,5
387,1104863092,2021-08-17 04:04:57,2021-08-17 04:04:53,3,172,27,8,5
388,1104862948,2021-08-17 04:04:53,2021-08-17 04:04:03,3,167,27,8,5
389,1104862891,2021-08-17 04:04:51,2021-08-17 04:04:03,3,165,27,8,5
390,1104862792,2021-08-17 04:04:48,2021-08-17 04:03:29,3,170,27,8,5
391,1104859739,2021-08-17 04:03:11,2021-08-17 04:02:49,3,160,27,8,5
392,1104859532,2021-08-17 04:03:06,2021-08-17 04:02:49,3,157,27,8,5
393,1104859467,2021-08-17 04:03:04,2021-08-17 04:02:03,3,155,27,8,5
394,1104859431,2021-08-17 04:03:03,2021-08-17 04:02:03,3,154,27,8,5
395,1104859346,2021-08-17 04:02:59,2021-08-17 04:01:19,3,159,27,8,5
396,1104856301,2021-08-17 04:01:24,2021-08-17 04:01:19,3,150,27,8,5
397,1104855858,2021-08-17 04:01:12,2021-08-17 04:00:49,3,148,27,8,5
398,1104855815,2021-08-17 04:01:11,2021-08-17 04:00:49,3,147,27,8,5
399,1104855728,2021-08-17 04:01:08,2021-08-17 04:00:13,3,145,27,8,5
400,1104855673,2021-08-17 04:01:06,2021-08-17 04:00:13,3,143,27,8,5
401,1104855598,2021-08-17 04:01:04,2021-08-17 03:59:39,3,141,27,8,5
402,1104855566,2021-08-17 04:01:03,2021-08-17 03:59:39,3,140,27,8,5
403,1104855485,2021-08-17 04:00:59,2021-08-17 03:59:09,3,138,27,8,5
404,1104855453,2021-08-17 04:00:58,2021-08-17 03:59:09,3,137,27,8,5
405,1104855378,2021-08-17 04:00:56,2021-08-17 03:58:39,3,135,27,8,5
406,1104855328,2021-08-17 04:00:55,2021-08-17 03:58:39,3,134,27,8,5
407,1104855252,2021-08-17 04:00:53,2021-08-17 03:58:39,3,133,27,8,5
408,1104855162,2021-08-17 04:00:50,2021-08-17 03:58:09,3,131,27,8,5
409,1104855130,2021-08-17 04:00:49,2021-08-17 03:58:09,3,130,27,8,5
410,1104855102,2021-08-17 04:00:48,2021-08-17 03:58:09,3,129,27,8,5
411,1104855023,2021-08-17 04:00:44,2021-08-17 03:57:39,3,127,27,8,5
412,1104854992,2021-08-17 04:00:43,2021-08-17 03:57:39,3,126,27,8,5
413,1104854962,2021-08-17 04:00:42,2021-08-17 03:57:39,3,125,27,8,5
414,1104854889,2021-08-17 04:00:39,2021-08-17 03:56:59,3,123,27,8,5
415,1104854858,2021-08-17 04:00:38,2021-08-17 03:56:59,3,122,27,8,5
416,1104854829,2021-08-17 04:00:37,2021-08-17 03:56:59,3,121,27,8,5
417,1104854761,2021-08-17 04:00:35,2021-08-17 03:56:23,3,119,27,8,5
418,1104854692,2021-08-17 04:00:33,2021-08-17 03:56:23,3,118,27,8,5
419,1104854663,2021-08-17 04:00:32,2021-08-17 03:56:23,3,117,27,8,5
420,1104845637,2021-08-17 03:55:53,2021-08-17 03:55:33,3,114,27,8,5
421,1104845256,2021-08-17 03:55:41,2021-08-17 03:55:33,3,113,27,8,5
422,1104845117,2021-08-17 03:55:37,2021-08-17 03:55:33,3,112,27,8,5
423,1104844933,2021-08-17 03:55:31,2021-08-17 03:55:03,3,110,27,8,5
424,1104844703,2021-08-17 03:55:25,2021-08-17 03:55:03,3,109,27,8,5
425,1104844555,2021-08-17 03:55:22,2021-08-17 03:55:03,3,108,27,8,5
426,1104844338,2021-08-17 03:55:15,2021-08-17 03:55:03,3,107,27,8,5
427,1104844063,2021-08-17 03:55:07,2021-08-17 03:55:03,3,106,27,8,5
428,1104843658,2021-08-17 03:54:55,2021-08-17 03:54:29,3,104,27,8,5
429,1104843356,2021-08-17 03:54:47,2021-08-17 03:54:29,3,103,27,8,5
430,1104843156,2021-08-17 03:54:41,2021-08-17 03:54:29,3,102,27,8,5
431,1104842897,2021-08-17 03:54:34,2021-08-17 03:54:29,3,101,27,8,5
432,1104842498,2021-08-17 03:54:22,2021-08-17 03:53:56,3,99,27,8,5
433,1104842129,2021-08-17 03:54:11,2021-08-17 03:53:56,3,98,27,8,5
434,1104841929,2021-08-17 03:54:05,2021-08-17 03:53:56,3,97,27,8,5
435,1104841768,2021-08-17 03:54:00,2021-08-17 03:53:56,3,96,27,8,5
436,1104841704,2021-08-17 03:53:58,2021-08-17 03:53:23,3,94,27,8,5
437,1104841653,2021-08-17 03:53:56,2021-08-17 03:53:23,3,92,27,8,5
438,1104841620,2021-08-17 03:53:55,2021-08-17 03:53:23,3,91,27,8,5
439,1104841578,2021-08-17 03:53:54,2021-08-17 03:53:23,3,90,27,8,5
440,1104841501,2021-08-17 03:53:52,2021-08-17 03:52:42,3,88,27,8,5
441,1104841446,2021-08-17 03:53:50,2021-08-17 03:52:42,3,87,27,2,2
442,1104841420,2021-08-17 03:53:49,2021-08-17 03:52:42,3,86,27,8,5
443,1104841392,2021-08-17 03:53:48,2021-08-17 03:52:42,3,85,27,8,5
444,1104838387,2021-08-17 03:52:13,2021-08-17 03:52:05,3,82,27,2,2
445,1104838252,2021-08-17 03:52:10,2021-08-17 03:52:05,3,81,27,2,2
446,1104838156,2021-08-17 03:52:07,2021-08-17 03:51:27,3,79,27,8,5
447,1104838081,2021-08-17 03:52:05,2021-08-17 03:51:27,3,78,27,8,5
448,1104838002,2021-08-17 03:52:02,2021-08-17 03:51:27,3,77,27,8,5
449,1104837969,2021-08-17 03:52:01,2021-08-17 03:51:27,3,76,27,8,5
450,1104837930,2021-08-17 03:52:00,2021-08-17 03:51:27,3,75,27,8,5
451,1104837897,2021-08-17 03:51:59,2021-08-17 03:51:27,3,74,27,8,5
452,1104837786,2021-08-17 03:51:56,2021-08-17 03:50:57,3,71,27,8,5
453,1104837741,2021-08-17 03:51:55,2021-08-17 03:50:57,3,70,27,8,5
454,1104837701,2021-08-17 03:51:53,2021-08-17 03:50:57,3,69,27,8,5
455,1104837659,2021-08-17 03:51:52,2021-08-17 03:50:57,3,68,27,8,5
456,1104837617,2021-08-17 03:51:51,2021-08-17 03:50:57,3,67,27,8,5
457,1104837556,2021-08-17 03:51:49,2021-08-17 03:50:57,3,66,27,8,5
458,1104837514,2021-08-17 03:51:48,2021-08-17 03:50:57,3,65,27,2,2
459,1104837471,2021-08-17 03:51:47,2021-08-17 03:50:57,3,64,27,8,5
460,1104837382,2021-08-17 03:51:44,2021-08-17 03:50:12,3,62,27,2,2
461,1104837306,2021-08-17 03:51:42,2021-08-17 03:50:12,3,61,27,2,2
462,1104837260,2021-08-17 03:51:41,2021-08-17 03:50:12,3,60,27,8,5
463,1104837215,2021-08-17 03:51:40,2021-08-17 03:50:12,3,59,27,8,5
464,1104837174,2021-08-17 03:51:39,2021-08-17 03:50:12,3,58,27,8,5
465,1104837131,2021-08-17 03:51:38,2021-08-17 03:50:12,3,57,27,8,5
466,1104837040,2021-08-17 03:51:35,2021-08-17 03:49:13,3,55,27,2,2
467,1104837004,2021-08-17 03:51:34,2021-08-17 03:49:13,3,54,27,8,5
468,1104836970,2021-08-17 03:51:32,2021-08-17 03:49:13,3,53,27,2,2
469,1104836936,2021-08-17 03:51:31,2021-08-17 03:49:13,3,52,27,2,2
470,1104830916,2021-08-17 03:48:26,2021-08-17 03:47:52,3,47,27,2,2
471,1104830880,2021-08-17 03:48:25,2021-08-17 03:47:52,3,46,27,2,2
472,1104830813,2021-08-17 03:48:23,2021-08-17 03:47:52,3,45,27,2,2
473,1104830761,2021-08-17 03:48:21,2021-08-17 03:47:22,3,43,27,8,5
474,1104827597,2021-08-17 03:46:45,2021-08-17 03:46:24,3,40,27,2,2
475,1104827409,2021-08-17 03:46:40,2021-08-17 03:46:24,3,39,27,2,2
476,1104827356,2021-08-17 03:46:39,2021-08-17 03:46:24,3,38,27,2,2
477,1104827253,2021-08-17 03:46:36,2021-08-17 03:44:59,3,35,27,8,5
478,1104827220,2021-08-17 03:46:35,2021-08-17 03:44:59,3,34,27,2,2
479,1104827185,2021-08-17 03:46:34,2021-08-17 03:44:59,3,33,27,2,2
480,1104827160,2021-08-17 03:46:33,2021-08-17 03:44:59,3,32,27,2,2
481,1104827078,2021-08-17 03:46:30,2021-08-17 03:43:37,3,30,27,2,2
482,1104827054,2021-08-17 03:46:28,2021-08-17 03:43:37,3,29,27,8,5
483,1104827027,2021-08-17 03:46:27,2021-08-17 03:43:37,3,28,28,8,5
484,1104826990,2021-08-17 03:46:26,2021-08-17 03:43:37,3,27,27,2,2
485,1104826958,2021-08-17 03:46:25,2021-08-17 03:43:37,3,26,27,2,2
486,1104820854,2021-08-17 03:43:20,2021-08-17 03:42:15,3,22,27,2,2
487,1104820819,2021-08-17 03:43:19,2021-08-17 03:42:15,3,21,27,2,2
488,1104820796,2021-08-17 03:43:18,2021-08-17 03:42:15,3,20,27,2,2
489,1104817328,2021-08-17 03:41:38,2021-08-17 03:40:49,3,16,27,8,5
490,1104817287,2021-08-17 03:41:37,2021-08-17 03:40:49,3,15,28,8,5
491,1104817251,2021-08-17 03:41:36,2021-08-17 03:40:49,3,14,27,2,2
492,1104817197,2021-08-17 03:41:33,2021-08-17 03:40:49,3,13,27,2,2
493,1104817169,2021-08-17 03:41:32,2021-08-17 03:40:49,3,12,27,2,2
494,1104817101,2021-08-17 03:41:30,2021-08-17 03:39:21,3,10,27,2,2
495,1104817070,2021-08-17 03:41:29,2021-08-17 03:39:21,3,9,27,8,5
496,1104817025,2021-08-17 03:41:27,2021-08-17 03:39:21,3,8,28,8,5
497,1104817003,2021-08-17 03:41:26,2021-08-17 03:39:21,3,7,27,2,2
498,1104816969,2021-08-17 03:41:25,2021-08-17 03:39:21,3,6,27,2,2
499,1104810820,2021-08-17 03:38:15,2021-08-17 03:37:55,3,3,27,2,2
500,1104810471,2021-08-17 03:38:00,2021-08-17 03:37:55,3,2,27,2,2
501,1104810445,2021-08-17 03:37:58,2021-08-17 03:37:55,3,1,27,2,2
502,1104810019,2021-08-17 03:37:43,2021-08-17 03:37:07,3,254,27,8,5
503,1104809977,2021-08-17 03:37:42,2021-08-17 03:37:07,3,253,28,8,5
504,1104809891,2021-08-17 03:37:40,2021-08-17 03:36:29,3,251,27,2,2
505,1104809813,2021-08-17 03:37:37,2021-08-17 03:36:29,3,250,27,2,2
506,1104809772,2021-08-17 03:37:36,2021-08-17 03:36:29,3,249,27,2,2
507,1104806691,2021-08-17 03:36:02,2021-08-17 03:35:20,3,245,27,2,2
508,1104806594,2021-08-17 03:35:59,2021-08-17 03:34:47,3,243,27,2,2
509,1104806569,2021-08-17 03:35:58,2021-08-17 03:34:47,3,242,27,2,2
510,1104806537,2021-08-17 03:35:57,2021-08-17 03:34:47,3,241,27,8,5
511,1104806489,2021-08-17 03:35:55,2021-08-17 03:34:47,3,240,28,8,5
512,1104806342,2021-08-17 03:35:52,2021-08-17 03:33:43,3,238,27,2,2
513,1104806291,2021-08-17 03:35:50,2021-08-17 03:33:43,3,237,27,2,2
514,1104806254,2021-08-17 03:35:49,2021-08-17 03:33:43,3,236,27,2,2
515,1104800407,2021-08-17 03:32:37,2021-08-17 03:32:34,3,233,27,2,2
516,1104800039,2021-08-17 03:32:24,2021-08-17 03:32:02,3,231,27,2,2
517,1104799975,2021-08-17 03:32:22,2021-08-17 03:32:02,3,230,27,2,2
518,1104799933,2021-08-17 03:32:21,2021-08-17 03:32:02,3,228,27,8,5
519,1104799897,2021-08-17 03:32:20,2021-08-17 03:32:02,3,227,28,8,5
520,1104799826,2021-08-17 03:32:18,2021-08-17 03:31:06,3,225,27,2,2
521,1104797057,2021-08-17 03:30:43,2021-08-17 03:30:06,3,221,27,2,2
522,1104797023,2021-08-17 03:30:42,2021-08-17 03:30:06,3,220,27,2,2
523,1104796981,2021-08-17 03:30:41,2021-08-17 03:30:06,3,218,27,2,2
524,1104796909,2021-08-17 03:30:38,2021-08-17 03:30:06,3,217,27,2,2
525,1104796834,2021-08-17 03:30:36,2021-08-17 03:28:34,3,215,27,2,2
526,1104796801,2021-08-17 03:30:34,2021-08-17 03:28:34,3,214,27,8,5
527,1104796761,2021-08-17 03:30:33,2021-08-17 03:28:34,3,213,28,8,5
528,1104796693,2021-08-17 03:30:31,2021-08-17 03:28:34,3,212,27,2,2
529,1104796663,2021-08-17 03:30:30,2021-08-17 03:28:34,3,211,27,2,2
530,1104796596,2021-08-17 03:30:27,2021-08-17 03:27:06,3,209,27,2,2
531,1104796551,2021-08-17 03:30:26,2021-08-17 03:27:06,3,208,27,2,2
532,1104796486,2021-08-17 03:30:24,2021-08-17 03:27:06,3,207,27,2,2
533,1104796414,2021-08-17 03:30:22,2021-08-17 03:25:37,3,222,27,2,2
534,1104788175,2021-08-17 03:25:42,2021-08-17 03:25:37,3,203,27,2,2
535,1104788130,2021-08-17 03:25:41,2021-08-17 03:25:37,3,202,27,2,2
536,1104787696,2021-08-17 03:25:27,2021-08-17 03:24:42,3,190,27,8,5
537,1104787634,2021-08-17 03:25:24,2021-08-17 03:24:42,3,189,28,8,5
538,1104787542,2021-08-17 03:25:22,2021-08-17 03:24:04,3,172,27,2,2
539,1104787507,2021-08-17 03:25:21,2021-08-17 03:24:04,3,161,27,2,2
540,1104787462,2021-08-17 03:25:19,2021-08-17 03:24:04,3,160,27,2,2
541,1104787340,2021-08-17 03:25:16,2021-08-17 03:22:33,3,158,27,2,2
542,1104787311,2021-08-17 03:25:15,2021-08-17 03:22:33,3,157,27,8,5
543,1104787262,2021-08-17 03:25:13,2021-08-17 03:22:33,3,156,28,8,5
544,1104787217,2021-08-17 03:25:12,2021-08-17 03:22:33,3,155,27,2,2
545,1104787139,2021-08-17 03:25:10,2021-08-17 03:22:33,3,154,27,2,2
546,1104787070,2021-08-17 03:25:07,2021-08-17 03:21:42,3,152,27,8,5
547,1104787040,2021-08-17 03:25:06,2021-08-17 03:21:42,3,151,28,8,5
548,1104786970,2021-08-17 03:25:02,2021-08-17 03:21:03,3,149,27,2,2
549,1104786936,2021-08-17 03:25:01,2021-08-17 03:21:03,3,148,27,2,2
550,1104786906,2021-08-17 03:25:00,2021-08-17 03:21:03,3,147,27,2,2
551,1104786840,2021-08-17 03:24:57,2021-08-17 03:19:54,3,145,27,8,5
552,1104786774,2021-08-17 03:24:55,2021-08-17 03:19:54,3,144,28,8,5
553,1104786643,2021-08-17 03:24:52,2021-08-17 03:19:54,3,198,27,2,2
554,1104786566,2021-08-17 03:24:49,2021-08-17 03:19:16,3,196,27,2,2
555,1104786530,2021-08-17 03:24:48,2021-08-17 03:19:16,3,195,27,2,2
556,1104786501,2021-08-17 03:24:47,2021-08-17 03:19:16,3,194,27,8,5
557,1104786478,2021-08-17 03:24:46,2021-08-17 03:19:16,3,193,28,8,5
558,1104786431,2021-08-17 03:24:44,2021-08-17 03:18:11,3,191,27,2,2
559,1104786399,2021-08-17 03:24:43,2021-08-17 03:18:11,3,187,27,8,5
560,1104786367,2021-08-17 03:24:42,2021-08-17 03:18:11,3,186,28,8,5
561,1104786333,2021-08-17 03:24:41,2021-08-17 03:18:11,3,185,27,2,2
562,1104786301,2021-08-17 03:24:40,2021-08-17 03:18:11,3,184,27,2,2
563,1104786232,2021-08-17 03:24:39,2021-08-17 03:16:45,3,182,27,2,2
564,1104786188,2021-08-17 03:24:38,2021-08-17 03:16:45,3,181,27,8,5
565,1104786155,2021-08-17 03:24:37,2021-08-17 03:16:45,3,180,28,8,5
566,1104786125,2021-08-17 03:24:36,2021-08-17 03:16:45,3,179,27,2,2
567,1104786093,2021-08-17 03:24:35,2021-08-17 03:16:45,3,178,27,2,2
568,1104786030,2021-08-17 03:24:33,2021-08-17 03:15:23,3,176,27,2,2
569,1104785996,2021-08-17 03:24:32,2021-08-17 03:15:23,3,175,27,8,5
570,1104785971,2021-08-17 03:24:31,2021-08-17 03:15:23,3,174,28,8,5
571,1104785946,2021-08-17 03:24:30,2021-08-17 03:15:23,3,173,27,2,2
572,1104785916,2021-08-17 03:24:29,2021-08-17 03:15:23,3,171,27,2,2
573,1104785873,2021-08-17 03:24:27,2021-08-17 03:14:31,3,169,27,8,5
574,1104785840,2021-08-17 03:24:26,2021-08-17 03:14:31,3,168,28,8,5
575,1104785774,2021-08-17 03:24:25,2021-08-17 03:13:57,3,166,27,2,2
576,1104785739,2021-08-17 03:24:24,2021-08-17 03:13:57,3,165,27,2,2
577,1104785707,2021-08-17 03:24:23,2021-08-17 03:13:57,3,164,27,2,2
578,1104765643,2021-08-17 03:13:32,2021-08-17 03:13:26,3,108,27,8,5
579,1104765582,2021-08-17 03:13:29,2021-08-17 03:13:26,3,107,28,8,5
580,1104765443,2021-08-17 03:13:25,2021-08-17 03:12:51,3,104,27,2,2
581,1104765314,2021-08-17 03:13:21,2021-08-17 03:12:16,3,102,27,2,2
582,1104765278,2021-08-17 03:13:20,2021-08-17 03:12:16,3,101,27,2,2
583,1104765248,2021-08-17 03:13:19,2021-08-17 03:12:16,3,100,27,8,5
584,1104765220,2021-08-17 03:13:18,2021-08-17 03:12:16,3,99,28,8,5
585,1104762070,2021-08-17 03:11:43,2021-08-17 03:11:05,3,95,27,2,2
586,1104762018,2021-08-17 03:11:42,2021-08-17 03:11:05,3,94,27,2,2
587,1104761975,2021-08-17 03:11:41,2021-08-17 03:11:05,3,93,27,2,2
588,1104761869,2021-08-17 03:11:38,2021-08-17 03:10:31,3,91,27,8,5
589,1104761829,2021-08-17 03:11:37,2021-08-17 03:10:31,3,90,28,8,5
590,1104758485,2021-08-17 03:10:02,2021-08-17 03:09:43,3,87,27,2,2
591,1104758008,2021-08-17 03:09:47,2021-08-17 03:09:43,3,86,27,2,2
592,1104757968,2021-08-17 03:09:46,2021-08-17 03:09:43,3,85,27,2,2
593,1104757777,2021-08-17 03:09:40,2021-08-17 03:08:17,3,79,27,8,5
594,1104757744,2021-08-17 03:09:39,2021-08-17 03:08:17,3,78,28,8,5
595,1104757702,2021-08-17 03:09:38,2021-08-17 03:08:17,3,77,27,2,2
596,1104757660,2021-08-17 03:09:37,2021-08-17 03:08:17,3,76,27,2,2
597,1104757617,2021-08-17 03:09:36,2021-08-17 03:08:17,3,75,27,2,2
598,1104757507,2021-08-17 03:09:33,2021-08-17 03:07:08,3,73,27,2,2
599,1104757458,2021-08-17 03:09:31,2021-08-17 03:06:26,3,71,27,2,2
600,1104757434,2021-08-17 03:09:29,2021-08-17 03:06:26,3,70,27,2,2
601,1104757360,2021-08-17 03:09:27,2021-08-17 03:06:26,3,83,27,8,5
602,1104757329,2021-08-17 03:09:26,2021-08-17 03:06:26,3,82,28,8,5
603,1104751441,2021-08-17 03:06:12,2021-08-17 03:05:24,3,64,27,2,2
604,1104751350,2021-08-17 03:06:10,2021-08-17 03:05:24,3,63,27,2,2
605,1104751318,2021-08-17 03:06:09,2021-08-17 03:05:24,3,62,27,2,2
606,1104748186,2021-08-17 03:04:34,2021-08-17 03:04:17,3,58,27,2,2
607,1104748130,2021-08-17 03:04:32,2021-08-17 03:04:17,3,57,27,8,5
608,1104748099,2021-08-17 03:04:31,2021-08-17 03:04:17,3,56,28,8,5
609,1104748024,2021-08-17 03:04:29,2021-08-17 03:03:45,3,54,27,2,2
610,1104747979,2021-08-17 03:04:28,2021-08-17 03:03:45,3,53,28,2,2
611,1104745049,2021-08-17 03:02:54,2021-08-17 03:02:45,3,50,28,2,2
612,1104745006,2021-08-17 03:02:53,2021-08-17 03:02:45,3,49,28,2,2
613,1104744897,2021-08-17 03:02:50,2021-08-17 03:01:45,3,46,28,2,2
614,1104744856,2021-08-17 03:02:49,2021-08-17 03:01:45,3,45,28,2,2
615,1104744789,2021-08-17 03:02:46,2021-08-17 03:00:45,3,43,27,2,2
616,1104744755,2021-08-17 03:02:45,2021-08-17 03:00:45,3,42,28,2,2
617,1104744695,2021-08-17 03:02:44,2021-08-17 03:00:45,3,41,28,2,2
618,1104744601,2021-08-17 03:02:41,2021-08-17 02:59:45,3,39,28,2,2
619,1104744550,2021-08-17 03:02:40,2021-08-17 02:59:45,3,38,27,2,2
620,1104744508,2021-08-17 03:02:39,2021-08-17 02:59:45,3,37,27,8,5
621,1104744444,2021-08-17 03:02:37,2021-08-17 02:59:45,3,36,28,8,5
622,1104744389,2021-08-17 03:02:35,2021-08-17 02:59:00,3,34,27,2,2
623,1104744360,2021-08-17 03:02:34,2021-08-17 02:59:00,3,33,27,2,2
624,1104728199,2021-08-17 02:54:12,2021-08-17 02:53:51,3,30,28,2,2
625,1104727946,2021-08-17 02:54:03,2021-08-17 02:53:51,3,29,27,2,2
626,1104727902,2021-08-17 02:54:02,2021-08-17 02:53:51,3,28,27,2,2
627,1104727631,2021-08-17 02:53:54,2021-08-17 02:53:51,3,27,28,8,5
628,1104727495,2021-08-17 02:53:49,2021-08-17 02:53:20,3,25,27,2,2
629,1104727454,2021-08-17 02:53:47,2021-08-17 02:53:20,3,24,28,2,2
630,1104727413,2021-08-17 02:53:46,2021-08-17 02:53:20,3,23,27,2,2
631,1104727375,2021-08-17 02:53:45,2021-08-17 02:53:20,3,19,28,2,2
632,1104727322,2021-08-17 02:53:43,2021-08-17 02:53:20,3,18,28,2,2
633,1104727219,2021-08-17 02:53:40,2021-08-17 02:52:18,3,16,27,2,2
634,1104727181,2021-08-17 02:53:39,2021-08-17 02:52:18,3,15,27,8,5
635,1104727146,2021-08-17 02:53:38,2021-08-17 02:52:18,3,14,27,2,2
636,1104727105,2021-08-17 02:53:37,2021-08-17 02:52:18,3,13,27,2,2
637,1104727005,2021-08-17 02:53:34,2021-08-17 02:51:45,3,22,28,2,2
638,1104726982,2021-08-17 02:53:33,2021-08-17 02:51:45,3,21,28,8,5
639,1104724114,2021-08-17 02:51:55,2021-08-17 02:51:45,3,8,28,2,2
640,1104724067,2021-08-17 02:51:54,2021-08-17 02:51:45,3,7,28,2,2
641,1104723947,2021-08-17 02:51:51,2021-08-17 02:50:41,3,4,27,2,2
642,1104723907,2021-08-17 02:51:50,2021-08-17 02:50:41,3,3,27,2,2
643,1104723880,2021-08-17 02:51:49,2021-08-17 02:50:41,3,2,27,2,2
644,1104723824,2021-08-17 02:51:47,2021-08-17 02:50:08,3,0,28,2,2
645,1104723756,2021-08-17 02:51:45,2021-08-17 02:50:08,3,255,28,8,5
646,1104720954,2021-08-17 02:50:13,2021-08-17 02:50:08,3,253,28,2,2
647,1104720908,2021-08-17 02:50:12,2021-08-17 02:50:08,3,252,28,2,2
